segment,n_points,type,method,linearity,planarity,sphericity,curvature_mean,normal_consistency,n_components,rmse,hausdorff_p95,chamfer,n_artifacts,watertight,n_vertices,n_triangles,file
13,655,complex,poisson,0.038022396596550906,0.6011011308024089,0.36087647260104017,0.07462513409885496,0.9111390480635917,1,0.012764657618208582,0.036097511956606716,0.024679230274494368,1,False,2984,5765,valve_0268_lidar_classes.ply
2,697,complex,poisson,0.10403267056193549,0.5229922621022703,0.37297506733579416,0.08291806197929369,0.8699852011501515,15,0.026752886113903536,0.15872348229255454,0.09319517732568773,4,False,5210,10080,valve_0269_lidar_classes.ply
3,87,tube,ball_pivoting,0.7663500865476244,0.20502733319822786,0.02862258025414783,0.0604075461496544,0.9187676510696206,1,0.008158463932591984,0.02021386089386102,0.016753815240030553,1,False,87,125,valve_0269_lidar_classes.ply
5,1539,complex,poisson,0.25163742002652767,0.6683836508701615,0.07997892910331082,0.09915033658443305,0.8146525556385406,1,0.020998294539457802,0.20950250703768308,0.10204130719441978,1,False,7567,14884,valve_0269_lidar_classes.ply
6,117,complex,poisson,0.39280658309214866,0.29015417982490804,0.3170392370829433,0.037715672626454956,0.8931891835907925,14,0.043653984700950735,0.18380025149888252,0.13230938709072448,6,False,4162,7963,valve_0269_lidar_classes.ply
7,110,tube,ball_pivoting,0.9748754344331493,0.004926422763391883,0.020198142803458847,0.0940035266721876,0.8253925037773265,3,0.04697002009517053,0.08435798492169533,0.05008446737955525,2,False,110,18,valve_0269_lidar_classes.ply
8,1112,tube,ball_pivoting,0.6022086272567478,0.3720771764873558,0.025714196255896334,0.05796143411199109,0.9443741934346199,4,0.011940394312785027,0.03246904311758325,0.021378287694826706,4,False,1112,1357,valve_0269_lidar_classes.ply
9,2354,complex,poisson,0.28875257168870233,0.6188160711381756,0.092431357173122,0.06541011291011813,0.9246574097047006,1,0.012409326663406224,0.027988185867525064,0.020977094078234573,2,False,7468,14774,valve_0269_lidar_classes.ply
10,3024,complex,poisson,0.2110132794370323,0.36257423496553365,0.42641248559743405,0.04706784485138758,0.9682415030044642,2,0.012157866539177612,0.08146533946634787,0.034305028839276004,1,False,7686,15194,valve_0269_lidar_classes.ply
11,922,plane,alpha_shape,0.1842133758793368,0.7840197457186352,0.031766878402028007,0.04701896389767192,0.9576298231090862,1,0.012378783001037594,0.020895521812497878,0.02183103794538952,2,False,754,1644,valve_0269_lidar_classes.ply
12,1182,plane,alpha_shape,0.2814686745704089,0.6510965767958854,0.06743474863370569,0.042804138533978506,0.9624709942563614,1,0.012595091179749534,0.02583683257388927,0.02332874924196924,1,False,993,2170,valve_0269_lidar_classes.ply
13,659,complex,poisson,0.20136635447942866,0.4338830102921183,0.364750635228453,0.07655422045916352,0.900837931678437,1,0.013257114586851908,0.03775990601637244,0.026192366615886517,2,False,2584,4996,valve_0269_lidar_classes.ply
2,825,complex,poisson,0.016076482772249684,0.5398743654340667,0.44404915179368354,0.08412092446720831,0.8674221343947395,17,0.02393562565247934,0.1325808109938746,0.08140376488595105,6,False,6290,12258,valve_0270_lidar_classes.ply
3,62,tube,ball_pivoting,0.865137605907571,0.11056265103686241,0.024299743055566602,0.07759439934019519,0.9143281573024712,2,0.008640893742299226,0.040549895328298696,0.021578223838905862,3,False,62,76,valve_0270_lidar_classes.ply
5,1771,complex,poisson,0.3601656873037824,0.5709132808319913,0.06892103186422636,0.0969167927193174,0.826548277620946,2,0.01728859796608593,0.18797867885816377,0.07805539713018284,4,False,7277,14413,valve_0270_lidar_classes.ply
6,286,complex,poisson,0.1591880789171768,0.34172777686906614,0.4990841442137571,0.07439565466174479,0.882572422841506,20,0.03743900391710182,0.1545350782325232,0.11212945897202523,8,False,4757,9136,valve_0270_lidar_classes.ply
7,71,tube,ball_pivoting,0.9726903080250809,0.01449486224165437,0.01281482973326466,0.08692349294647995,0.872946904445957,2,0.01006069746383988,0.018320521701398657,0.01684077172293643,2,False,71,80,valve_0270_lidar_classes.ply
8,1556,complex,poisson,0.24278508850945385,0.719011121153802,0.038203790336744155,0.05791865174670209,0.9357791091846617,2,0.014192352968776415,0.16941919613171535,0.05952459206754996,3,False,5444,10778,valve_0270_lidar_classes.ply
9,1397,complex,poisson,0.22220965799134615,0.730720924866776,0.04706941714187786,0.06326141791443927,0.9230488868106389,2,0.013616144679372536,0.07569071563203952,0.03608476282839181,5,False,4776,9415,valve_0270_lidar_classes.ply
10,4003,complex,poisson,0.15367175192425955,0.41326736544804143,0.43306088262769904,0.045780418943715484,0.9653832899068957,3,0.010302910158069709,0.0379848688754533,0.020874882459220805,4,False,9581,18953,valve_0270_lidar_classes.ply
11,760,plane,alpha_shape,0.10083321795343198,0.8750906130929293,0.024076168953638656,0.03855417274702205,0.969928273357996,2,0.012120359510771228,0.021035393312053483,0.02131418392171236,1,False,673,1462,valve_0270_lidar_classes.ply
12,1331,plane,alpha_shape,0.1699341236057915,0.7560975224265393,0.07396835396766918,0.044769362953451595,0.9617135053997911,1,0.012312648949641644,0.022154858263402195,0.022096025239782074,1,False,1083,2346,valve_0270_lidar_classes.ply
13,646,complex,poisson,0.13170793568004163,0.4953103159291108,0.3729817483908476,0.08145440167998738,0.8972138382275893,1,0.012752501048810259,0.03259298485722931,0.023487515265821234,6,False,3029,5822,valve_0270_lidar_classes.ply
2,683,complex,poisson,0.098328981110136,0.5574044162091308,0.3442666026807331,0.08915023752381179,0.870840237069936,16,0.02837699552329078,0.17467430821885788,0.10034094609659253,5,False,5606,10854,valve_0271_lidar_classes.ply
3,79,tube,ball_pivoting,0.7482714140743856,0.22308317225662594,0.02864541366898837,0.07914209336775516,0.9142427320245562,1,0.013009367179009504,0.0232997939741002,0.022746348303762,1,False,79,66,valve_0271_lidar_classes.ply
5,1576,complex,poisson,0.3548267260834855,0.5795121655045481,0.06566110841196644,0.09131854707130464,0.8348902229618881,1,0.02245543430354167,0.25109240008635647,0.11856263341238384,10,False,7809,15311,valve_0271_lidar_classes.ply
6,282,complex,poisson,0.14978327754997975,0.48960114713572994,0.3606155753142903,0.08339761090332762,0.865091289851347,18,0.039017525241460196,0.18208251560566843,0.12260087948651327,2,False,4957,9535,valve_0271_lidar_classes.ply
7,101,tube,ball_pivoting,0.97779875381188,0.0029286807298564135,0.01927256545826371,0.08050516026164181,0.8430905623072822,2,0.026590461117420684,0.056455514661162415,0.029498871982504685,3,False,101,102,valve_0271_lidar_classes.ply
8,1308,complex,poisson,0.4804748984331171,0.4868397680202148,0.03268533354666811,0.06418349846433036,0.925507047623884,3,0.015296576601033927,0.24356700256491395,0.08559708548991804,2,False,4923,9707,valve_0271_lidar_classes.ply
9,1596,complex,poisson,0.23733179014435,0.6984006033578904,0.06426760649775957,0.06022364864799723,0.9306814498846135,3,0.01546461325771021,0.13309361839630218,0.05107491957425235,6,False,5353,10581,valve_0271_lidar_classes.ply
10,3193,complex,poisson,0.28595856476638315,0.3508196882382428,0.3632217469953741,0.04432129625961046,0.9686861001060494,3,0.011831695967657097,0.059938186305351776,0.029140869224847613,7,False,8268,16323,valve_0271_lidar_classes.ply
11,606,plane,alpha_shape,0.2896398279557641,0.6837334009323454,0.0266267711118906,0.03129011109787142,0.9723971022298519,2,0.014108598449275757,0.023226578112972206,0.022690716652588767,4,False,533,1222,valve_0271_lidar_classes.ply
12,1159,plane,alpha_shape,0.22868874116681584,0.7009912787500782,0.07031998008310603,0.04287029083347019,0.9591229641772268,1,0.012954339236472608,0.02283032104975959,0.02279826985473247,1,False,962,2108,valve_0271_lidar_classes.ply
13,740,complex,poisson,0.09915445257477189,0.47232781382501215,0.428517733600216,0.08060124098629479,0.896791377274045,1,0.013272180422961506,0.03474678668692437,0.024478518071595342,1,False,2642,5098,valve_0271_lidar_classes.ply
2,595,complex,poisson,0.26607430859096737,0.45666882863928343,0.2772568627697492,0.08641938224421955,0.8694206348963895,15,0.025836608484738594,0.13964223547418697,0.08848539151729179,8,False,5130,9997,valve_0272_lidar_classes.ply
3,80,tube,ball_pivoting,0.7825033696283336,0.18811710616166152,0.029379524210004896,0.07038516563412991,0.9258634482873533,1,0.009277069200822045,0.02004767187269757,0.018450569883115938,1,False,80,103,valve_0272_lidar_classes.ply
5,1514,complex,poisson,0.33561390427909443,0.6117313390109529,0.052654756709952746,0.10122808540690005,0.8051380009008976,1,0.02287590105267499,0.22887560687505865,0.11646054246941198,3,False,7644,15075,valve_0272_lidar_classes.ply
6,222,complex,poisson,0.17978548944593292,0.5275969205049383,0.2926175900491287,0.07793244128537087,0.8455627793649826,13,0.03263207740190483,0.15869704602819681,0.09835035103250951,5,False,3124,5933,valve_0272_lidar_classes.ply
7,82,tube,ball_pivoting,0.9666183875748241,0.011549563509900834,0.021832048915274953,0.09619344128841428,0.8251782466849692,2,0.01394078715851764,0.03642678675748439,0.020960575444417914,2,False,82,94,valve_0272_lidar_classes.ply
8,1722,complex,poisson,0.14786018044970883,0.7954997469789065,0.05664007257138473,0.06285407820398252,0.9304616133407888,5,0.014621372248859246,0.12860692320366102,0.04935144337468769,2,False,5656,11196,valve_0272_lidar_classes.ply
9,1429,tube,ball_pivoting,0.6145413604664668,0.3590583236507809,0.02640031588275224,0.06101394227506649,0.929046441183864,3,0.011675785509603572,0.023211764339078907,0.020284255296212632,4,False,1429,1909,valve_0272_lidar_classes.ply
10,3031,complex,poisson,0.3013999951322415,0.3438012796144165,0.35479872525334205,0.04355162629651555,0.9660629684287627,3,0.012265661016190607,0.06233033420406375,0.030375670783759228,11,False,8097,15995,valve_0272_lidar_classes.ply
11,747,plane,alpha_shape,0.2187079582660824,0.756160363012035,0.02513167872188252,0.04274403679330767,0.9642251389404106,2,0.013037920943197553,0.02062780765200315,0.021572612397635756,2,False,630,1380,valve_0272_lidar_classes.ply
12,1375,plane,alpha_shape,0.19377309515689156,0.7384797891556092,0.06774711568749929,0.04414510578180352,0.9611581535073179,1,0.012539870213782025,0.021960246613998383,0.02236846169026767,1,False,1154,2530,valve_0272_lidar_classes.ply
13,725,complex,poisson,0.12904828319746292,0.4367612693755793,0.4341904474269578,0.08781591272952605,0.8931879306566127,1,0.013598065632267018,0.03723893632428494,0.025312015328833523,2,False,2832,5465,valve_0272_lidar_classes.ply
2,396,complex,poisson,0.4979888883366928,0.16908335893697077,0.3329277527263364,0.08041320374979172,0.9050325168758923,17,0.03018479412469048,0.11562922856475291,0.08258944601531845,9,False,3779,7307,valve_0273_lidar_classes.ply
3,53,tube,ball_pivoting,0.8665447815222851,0.11626611585011011,0.017189102627604858,0.09242514129913619,0.8852940797874321,2,0.010134198562064056,0.04308001749774379,0.02718854777363596,1,False,53,67,valve_0273_lidar_classes.ply
5,1599,complex,poisson,0.4593710044694616,0.48150614479287734,0.059122850737661055,0.0917757802551097,0.8335236304416257,1,0.020562111285893803,0.1953027262066918,0.10227067993907128,5,False,7409,14654,valve_0273_lidar_classes.ply
6,512,tube,ball_pivoting,0.6008892303986935,0.02759504156454104,0.37151572803676547,0.0813469929294274,0.8675291051272462,15,0.02227115135666913,0.05580806692506825,0.0329779133773292,15,False,512,489,valve_0273_lidar_classes.ply
7,60,tube,ball_pivoting,0.9795783313189284,0.00921958479280108,0.011202083888270506,0.08899215731060901,0.8659003560375604,2,0.008544401531341395,0.025362586345610297,0.01789406810346364,2,False,60,62,valve_0273_lidar_classes.ply
8,1737,complex,poisson,0.3559904387002979,0.6006705504582363,0.0433390108414658,0.05605962753450128,0.9415891669598151,2,0.014064209949410367,0.14287308368830595,0.053490091224780975,1,False,5538,11017,valve_0273_lidar_classes.ply
9,1569,complex,poisson,0.37534985141557464,0.5829268776349658,0.04172327094945954,0.06567713347095974,0.9300990035360294,2,0.013929683675530144,0.07616375613326135,0.036605216349823846,2,False,4911,9702,valve_0273_lidar_classes.ply
10,3545,plane,alpha_shape,0.06816543083217114,0.5336500160497379,0.398184553118091,0.04114133045456158,0.9678680538877064,5,0.011787704707165789,0.018200996691460584,0.019288151762241607,10,False,2725,6252,valve_0273_lidar_classes.ply
11,513,plane,alpha_shape,0.462567617068424,0.5198032265402986,0.017629156391277333,0.0315282992476742,0.9806680098684424,3,0.01210051223018412,0.021139262539352707,0.021262843755337657,2,False,474,1012,valve_0273_lidar_classes.ply
12,1384,plane,alpha_shape,0.18866733190820956,0.7315897368284968,0.07974293126329364,0.04235487311389842,0.9653171144788177,1,0.01226408988939106,0.020661670668452863,0.021885742682429373,1,False,1141,2506,valve_0273_lidar_classes.ply
13,677,complex,poisson,0.0660227375078748,0.48107889884072513,0.45289836365140007,0.07752187397815476,0.905007611923972,1,0.012524074049358938,0.033946811226542944,0.02353022726513046,3,False,3080,5941,valve_0273_lidar_classes.ply
2,528,complex,poisson,0.21555545945988608,0.3866737620855393,0.39777077845457465,0.07649303093345657,0.8778554148074293,16,0.025603310865510667,0.11247734295627061,0.07528771983276356,11,False,4095,7804,valve_0274_lidar_classes.ply
3,70,tube,ball_pivoting,0.8570402495958468,0.11364505552286794,0.02931469488128529,0.07353903532951406,0.904805026142042,2,0.00921007478911725,0.043152093410174,0.025304591719235714,1,False,70,84,valve_0274_lidar_classes.ply
5,1572,complex,poisson,0.37429307149425034,0.5435153661294219,0.08219156237632781,0.09510746902722772,0.8304465324300432,1,0.01847955068409293,0.15348757481290062,0.0682086540704418,4,False,6529,12924,valve_0274_lidar_classes.ply
6,330,tube,ball_pivoting,0.5200486348077934,0.19381767532142646,0.28613368987078014,0.06221140622336173,0.934997746480221,15,0.01950331445577897,0.07097513676862939,0.04561330996092859,12,False,330,443,valve_0274_lidar_classes.ply
7,76,tube,ball_pivoting,0.9773320013329577,0.004059958675563394,0.018608039991478843,0.10760651779708305,0.8038392933739684,2,0.018924933383048643,0.035656294043960673,0.030762567828160937,2,False,76,44,valve_0274_lidar_classes.ply
8,867,complex,poisson,0.4565597021479096,0.5044368478742701,0.03900344997782036,0.05062055569625107,0.9396589648368496,3,0.020471580003924426,0.2178482092960815,0.089774944646719,1,False,4395,8594,valve_0274_lidar_classes.ply
9,1728,complex,poisson,0.4213091919335236,0.5330461965454366,0.04564461152103973,0.06967003001096668,0.9129330023855469,1,0.01259888090159066,0.05224315286705738,0.02762935542840715,4,False,4508,8891,valve_0274_lidar_classes.ply
10,3420,complex,poisson,0.32789285162233384,0.35142881222931494,0.32067833614835123,0.04811628848684271,0.9675614074169677,2,0.01158686947201069,0.07473403326221462,0.03264990211827594,3,False,8934,17705,valve_0274_lidar_classes.ply
11,504,plane,alpha_shape,0.31259083818317657,0.6660137018890876,0.021395459927735793,0.022235269974512008,0.9853808772555841,3,0.012885978811058714,0.026243731417954608,0.023037733099726572,1,False,472,1040,valve_0274_lidar_classes.ply
12,1435,plane,alpha_shape,0.19440067492734633,0.7272576068508201,0.07834171822183368,0.04750830300372096,0.9548613111310394,1,0.01243668799821629,0.022150869926038784,0.02219936282972205,1,False,1199,2580,valve_0274_lidar_classes.ply
13,635,complex,poisson,0.07355778577631884,0.5183945394004909,0.40804767482319027,0.07139093969634265,0.9053607905104597,1,0.012263999656834817,0.03397400703606032,0.023600570793111633,3,False,3136,6053,valve_0274_lidar_classes.ply
2,717,complex,poisson,0.24429768069861696,0.44189100941371773,0.31381130988766537,0.08170061911937293,0.8681225028293215,16,0.025225291326901433,0.1341291227732122,0.08849177321226194,6,False,5580,10872,valve_0275_lidar_classes.ply
3,56,complex,poisson,0.8805281944169013,0.10212997661314512,0.017341828969953513,0.06532500113454813,0.968077256033248,2,0.010771690790219163,0.06419878865905296,0.03946345201967105,7,False,1546,2915,valve_0275_lidar_classes.ply
5,1476,complex,poisson,0.2588661441735391,0.6650421703723665,0.07609168545409437,0.09508814303651213,0.8340350302931214,1,0.018257062490175804,0.1556300978525538,0.07544367723823785,1,False,6626,13092,valve_0275_lidar_classes.ply
6,163,complex,poisson,0.24462388386052553,0.40742040278228236,0.34795571335719216,0.058595012182310176,0.9074696143816205,16,0.04472444652430298,0.19424370676553063,0.13725591144887228,10,False,4506,8705,valve_0275_lidar_classes.ply
