segment,n_points,type,method,linearity,planarity,sphericity,curvature_mean,normal_consistency,n_components,rmse,hausdorff_p95,chamfer,n_artifacts,watertight,n_vertices,n_triangles,file
11,624,plane,alpha_shape,0.055854288800544154,0.9198214758530826,0.024324235346373235,0.030048967748301757,0.9792364059529053,1,0.01285113560606932,0.022266721379315176,0.022339664902927183,1,False,566,1224,valve_0383_lidar_classes.ply
12,1361,plane,alpha_shape,0.22939137167199616,0.7134202538179468,0.05718837451005699,0.04704214728195678,0.9592867913533574,1,0.012984354076672462,0.023294208125800277,0.02296878960933938,1,False,1099,2352,valve_0383_lidar_classes.ply
13,633,complex,poisson,0.090899597077739,0.5390354202423868,0.37006498267987414,0.07603944902349996,0.8886990908275455,1,0.012606840620039965,0.029649495190568826,0.022606152176628577,2,False,2977,5759,valve_0383_lidar_classes.ply
2,547,complex,poisson,0.43156210256162053,0.19928397318572091,0.3691539242526585,0.07848973057579442,0.8841329664621759,20,0.030055289527425623,0.15300308103498197,0.09996198906354839,4,False,5894,11417,valve_0384_lidar_classes.ply
3,56,tube,ball_pivoting,0.8472026551458407,0.12992998675276268,0.022867358101396576,0.07347862898686539,0.9436670648004387,2,0.008702890976608983,0.04779794841829219,0.027097463273588876,1,False,56,67,valve_0384_lidar_classes.ply
5,1495,complex,poisson,0.28631922956309236,0.6521018374424884,0.06157893299441925,0.1053371191084093,0.8041801386816323,1,0.019564528680345614,0.21192564872975692,0.09360525338192503,4,False,6730,13233,valve_0384_lidar_classes.ply
6,731,tube,ball_pivoting,0.5587659006529749,0.20215665889434692,0.23907744045267812,0.061098316626057705,0.930829657864084,11,0.02135421899600049,0.045561255019940926,0.028677598552946784,9,False,731,793,valve_0384_lidar_classes.ply
7,64,tube,ball_pivoting,0.980891997857588,0.005275618879731439,0.013832383262680588,0.09960480676655409,0.8144501999209259,2,0.01125635560273081,0.022853984371621516,0.022276822332537284,3,False,64,54,valve_0384_lidar_classes.ply
8,1728,complex,poisson,0.32678613094740006,0.6237687499586514,0.049445119093948595,0.06416232932317555,0.9256285400354963,1,0.012937284635627226,0.07055247694089654,0.03347411202999806,2,False,5026,9963,valve_0384_lidar_classes.ply
9,981,complex,poisson,0.3878373598014945,0.5680454114987268,0.04411722869977879,0.051072769160610994,0.9460897109950523,2,0.01719607288544547,0.1346346214385439,0.06524092475933936,2,False,4708,9318,valve_0384_lidar_classes.ply
10,3738,complex,poisson,0.23336158191292122,0.4700983798151651,0.29654003827191366,0.04706778103747931,0.9638910658026403,2,0.011061144547585564,0.06680274138322256,0.029175302101128297,7,False,10711,21181,valve_0384_lidar_classes.ply
11,562,plane,alpha_shape,0.28819311894247307,0.6888730289843006,0.02293385207322625,0.03259283268299279,0.9803684205912474,3,0.012441376775413368,0.02234634178874935,0.021498270918235318,2,False,502,1078,valve_0384_lidar_classes.ply
12,1072,complex,poisson,0.08185703174542301,0.8459340494968145,0.07220891875776249,0.05126176931526937,0.9566909265968024,1,0.014322093721556819,0.07924821000232662,0.039169999135428527,3,False,4279,8402,valve_0384_lidar_classes.ply
13,808,complex,poisson,0.05765310479514335,0.5673759428842742,0.37497095232058253,0.07919720641890945,0.9086846837774522,1,0.012388036733649636,0.03481943470626966,0.023558356948216203,2,False,2939,5688,valve_0384_lidar_classes.ply
2,631,complex,poisson,0.06387430961073998,0.5851974389239061,0.35092825146535406,0.08611351207766126,0.880843434979125,15,0.027780201759723087,0.20047001506321527,0.1102684552902489,8,False,5846,11310,valve_0385_lidar_classes.ply
3,81,tube,ball_pivoting,0.8549873557003629,0.11774504941512953,0.02726759488450762,0.06802934543348292,0.9222369609539957,2,0.009259253720857997,0.03041106968877168,0.02103823979777151,1,False,81,111,valve_0385_lidar_classes.ply
5,1628,complex,poisson,0.4588288438878681,0.4915014203176901,0.04966973579444183,0.09149666506323376,0.8295737769767451,1,0.019641497936917517,0.14880025344817466,0.08508623265555516,8,False,7183,14211,valve_0385_lidar_classes.ply
6,218,complex,poisson,0.2074770618122664,0.46988037722669,0.3226425609610435,0.07898675549775924,0.8662211763090409,14,0.036655917264544466,0.26661861931159114,0.1447899032703186,3,False,4366,8378,valve_0385_lidar_classes.ply
7,73,tube,ball_pivoting,0.9759749269516911,0.002348214081489043,0.02167685896681988,0.08603420620245036,0.8596321476917407,2,0.013098166663064563,0.02728639496294118,0.01983438964892081,2,False,73,80,valve_0385_lidar_classes.ply
8,1672,complex,poisson,0.4626070284421499,0.4880260710528876,0.049366900504962494,0.06737200638529142,0.9188679466040018,3,0.014060748814536015,0.1375081934131263,0.047636340752662536,6,False,4731,9318,valve_0385_lidar_classes.ply
9,1131,complex,poisson,0.47598862999044583,0.4729396200038216,0.05107175000573252,0.0553946448114162,0.942554198343949,2,0.017063352925032745,0.19223748363573673,0.07010637356165311,3,False,4033,7923,valve_0385_lidar_classes.ply
10,3060,complex,poisson,0.3815190889048782,0.26880290932710194,0.34967800176801994,0.041996672899844795,0.9695241050116193,4,0.011963497371318034,0.062195407920372744,0.03004742620746389,3,False,7309,14429,valve_0385_lidar_classes.ply
11,666,plane,alpha_shape,0.22176744502188872,0.7562841335639808,0.021948421414130448,0.03336812646892114,0.9757137762105504,1,0.01288590551238464,0.022649270900194553,0.021413757940483516,3,False,587,1276,valve_0385_lidar_classes.ply
12,1351,plane,alpha_shape,0.1625706987486622,0.7565911185651547,0.08083818268618305,0.0463579413208853,0.9563481592501912,1,0.013182013203854847,0.022247127334079346,0.023062198755614494,2,False,1101,2382,valve_0385_lidar_classes.ply
13,705,complex,poisson,0.10522213360605111,0.4320767805576427,0.4627010858363062,0.08790359375465083,0.8892709157689573,1,0.013187375105613233,0.03802095358847398,0.025665428999353937,2,False,2741,5282,valve_0385_lidar_classes.ply
2,482,sphere,poisson,0.36234065333953724,0.31692336195727205,0.3207359847031907,0.08756062776321114,0.8343439223780249,17,0.03147926122172292,0.15837068848131253,0.10180940550449301,6,False,4803,9274,valve_0386_lidar_classes.ply
3,89,tube,ball_pivoting,0.8271235360884138,0.1454322285642354,0.027444235347350802,0.061131754175371485,0.9203258874406438,1,0.009287319448924346,0.0244112169807423,0.019565732917767566,1,False,89,126,valve_0386_lidar_classes.ply
5,1520,complex,poisson,0.24470243043638823,0.6771301851675456,0.07816738439606602,0.09651424796630072,0.8163715082213651,1,0.019841885353109733,0.21832967335658388,0.10243021857460952,4,False,7263,14267,valve_0386_lidar_classes.ply
6,690,complex,poisson,0.4354375072421473,0.2713105779980609,0.29325191475979184,0.06591323103078514,0.9179578526958604,10,0.023415933882029248,0.14535639354521904,0.0829158013718273,2,False,5064,9877,valve_0386_lidar_classes.ply
7,91,tube,ball_pivoting,0.9586448143984366,0.010346214239871025,0.031008971361692336,0.08230674434023727,0.8828946247850613,2,0.009359602518401984,0.020746830515122317,0.018536860587739845,3,False,91,130,valve_0386_lidar_classes.ply
8,2157,complex,poisson,0.25338595475689807,0.6914103620427015,0.0552036832004004,0.07075910904355022,0.9201404877884075,1,0.012596370704407073,0.06259247526386154,0.02958780471233074,2,False,6636,13200,valve_0386_lidar_classes.ply
9,1145,tube,ball_pivoting,0.6200202582361874,0.35521122350022427,0.02476851826358831,0.060483511640309406,0.9401018506617042,5,0.011540799915577462,0.032999066905512554,0.021394308060162324,2,False,1145,1420,valve_0386_lidar_classes.ply
10,3180,complex,poisson,0.4604850405285576,0.21335098607978364,0.32616397339165876,0.04327427615861818,0.9698559684876717,3,0.011903578533875617,0.06759909437379706,0.03156066796742728,1,False,7978,15820,valve_0386_lidar_classes.ply
11,811,plane,alpha_shape,0.16801868762284142,0.804406028377736,0.027575283999422568,0.0479284903990685,0.9552922170974456,2,0.012955848617968032,0.02344645292550421,0.022711995779346673,1,False,670,1498,valve_0386_lidar_classes.ply
12,1018,plane,alpha_shape,0.40087692651363266,0.5323220786302661,0.06680099485610119,0.044140025323718926,0.9666570918453763,2,0.012323279819788523,0.02733702833398777,0.023185675644710677,2,False,874,1918,valve_0386_lidar_classes.ply
13,705,complex,poisson,0.15411176863092985,0.4555442203132871,0.390344011055783,0.07767076460850013,0.8881718213347733,1,0.013112078141624106,0.03302283289759751,0.023765086017253124,3,False,2963,5723,valve_0386_lidar_classes.ply
2,567,complex,poisson,0.34162237101766396,0.32101700018925255,0.3373606287930835,0.08400594620903602,0.8697824535538023,16,0.02295827056330397,0.13563151521033792,0.07587109574737051,3,False,4301,8271,valve_0387_lidar_classes.ply
3,83,tube,ball_pivoting,0.7850391561977748,0.18857160520551755,0.026389238596707738,0.05081762175905929,0.9390456370532883,1,0.008591912926390164,0.029963175846453905,0.019069108106290082,1,False,83,119,valve_0387_lidar_classes.ply
5,1568,complex,poisson,0.2573723529597791,0.6810129413338206,0.061614705706400215,0.09300777707330674,0.8276978123826731,1,0.02024443934613125,0.21511622791319296,0.09628361164130976,3,False,7071,13905,valve_0387_lidar_classes.ply
6,344,complex,poisson,0.4735344073191131,0.20933913883033434,0.31712645385055255,0.08401313560867855,0.8893535468555388,19,0.03160469390401215,0.1715836709147691,0.10258121495103364,7,False,4067,7814,valve_0387_lidar_classes.ply
7,103,tube,ball_pivoting,0.9660709133265749,0.003815637640401004,0.0301134490330241,0.06644633856083487,0.893209112417275,3,0.009393817770229672,0.02155569200127237,0.018673014759266658,3,False,103,158,valve_0387_lidar_classes.ply
8,999,tube,ball_pivoting,0.5971270808764585,0.37644470504547356,0.026428214078068,0.06005628509658456,0.9435887494638705,3,0.012162572627656453,0.020754450569470714,0.01945643166980715,4,False,999,964,valve_0387_lidar_classes.ply
9,2226,complex,poisson,0.2795534549021237,0.6516009288415553,0.06884561625632103,0.0710883461241671,0.9181852466891456,2,0.013010356069298446,0.14109044197383191,0.04289884200601754,3,False,7339,14556,valve_0387_lidar_classes.ply
10,3621,complex,poisson,0.2236158244101132,0.43571404335068165,0.34067013223920517,0.049834321994785526,0.9625925312650095,5,0.01169896823399469,0.06059231499663909,0.029619893942506657,3,False,9616,18992,valve_0387_lidar_classes.ply
11,676,plane,alpha_shape,0.42655801133826077,0.5469112903849128,0.026530698276826383,0.034367026766660536,0.9736562553918254,1,0.012175515480081939,0.020889376976431673,0.021300368460035093,1,False,584,1302,valve_0387_lidar_classes.ply
12,1364,plane,alpha_shape,0.06632817627218388,0.8656257893657046,0.06804603436211151,0.046941404429238,0.96019286874011,2,0.012333966405311607,0.02382397617500026,0.022550626798865277,1,False,1106,2424,valve_0387_lidar_classes.ply
13,678,complex,poisson,0.2633709316397534,0.25977054796443133,0.4768585203958152,0.07720709707188136,0.889754172618547,1,0.011965786449920872,0.02941126831900704,0.022231405509491986,1,False,3115,6058,valve_0387_lidar_classes.ply
2,728,complex,poisson,0.14096447299820264,0.406917422938056,0.45211810406374137,0.07508177915229354,0.8886228571861522,18,0.026298559733659042,0.1462560178154911,0.0911883385496652,4,False,5841,11371,valve_0388_lidar_classes.ply
5,1559,complex,poisson,0.2754520722888736,0.6530570465876588,0.07149088112346759,0.10143266328682211,0.8115063672126788,2,0.019076878273704096,0.1918605773182102,0.0872925416310184,5,False,6582,12927,valve_0388_lidar_classes.ply
6,468,complex,poisson,0.42306691274557473,0.20819445577630658,0.3687386314781187,0.056510352051863916,0.9344436833347644,14,0.02717801254920315,0.13143872267903947,0.0829822449780257,9,False,4700,9045,valve_0388_lidar_classes.ply
7,69,tube,ball_pivoting,0.9768847658462678,0.007915888583782421,0.015199345569949712,0.11363404000823665,0.7742407634641684,2,0.012984980021148632,0.02874670238717065,0.02097848478783544,2,False,69,65,valve_0388_lidar_classes.ply
8,1441,complex,poisson,0.2871247915644936,0.659808856958783,0.05306635147672333,0.06076669002529652,0.9308002915668248,1,0.014439809541629338,0.10491240011809955,0.044597485237280084,6,False,5242,10397,valve_0388_lidar_classes.ply
9,1782,complex,poisson,0.32842220005695033,0.628015538134172,0.04356226180887761,0.054505454354681244,0.9425138454749796,3,0.01415107797104359,0.13792429586630564,0.051365459768147506,2,False,5722,11377,valve_0388_lidar_classes.ply
10,3662,complex,poisson,0.057680055274143695,0.4876021640530963,0.45471778067276003,0.04391779097552367,0.9685818240912721,2,0.010924951265627895,0.05689402254770187,0.02556555508427312,7,False,9336,18471,valve_0388_lidar_classes.ply
11,697,plane,alpha_shape,0.1436971706140117,0.8280567925338314,0.028246036852156885,0.0332737645684109,0.9786833766470162,3,0.012543538707725893,0.021202366714716512,0.02177983320152748,1,False,632,1348,valve_0388_lidar_classes.ply
12,1215,plane,alpha_shape,0.14263921281420797,0.7750103509693597,0.08235043621643233,0.04126301674693412,0.9644802838579716,1,0.012304546105839972,0.02430850141657957,0.02258221959302161,1,False,1002,2192,valve_0388_lidar_classes.ply
13,757,complex,poisson,0.03596687689956436,0.5299755430575688,0.43405758004286693,0.07398681526631945,0.9126620307590908,1,0.012348938493429044,0.03618492777800182,0.02317431270061635,1,False,2965,5745,valve_0388_lidar_classes.ply
2,577,complex,poisson,0.27702512443722455,0.3439290807069859,0.3790457948557895,0.07770529390556859,0.9033695214328763,16,0.025804886277373013,0.14539294973839903,0.08678999203622065,6,False,4704,8997,valve_0389_lidar_classes.ply
3,68,tube,ball_pivoting,0.8539428971375639,0.1197706795204309,0.02628642334200521,0.07728464847522364,0.9226716172122318,2,0.008009375798792294,0.03746393421681826,0.022475152276573256,1,False,68,92,valve_0389_lidar_classes.ply
5,1501,complex,poisson,0.29785433459127003,0.627914103978439,0.07423156143029097,0.09174380310860204,0.8331265332472909,2,0.019643617914924878,0.20511121752403677,0.09615577618606481,3,False,7034,13890,valve_0389_lidar_classes.ply
6,534,tube,ball_pivoting,0.6575172686983315,0.07138487667787563,0.2710978546237929,0.07537300335422419,0.8940504318759798,19,0.01753514380206686,0.06021443648472781,0.03286257231253424,17,False,534,598,valve_0389_lidar_classes.ply
7,64,tube,ball_pivoting,0.9743972976641445,0.005901264529839183,0.019701437806016298,0.1054727537646039,0.8178067429364778,2,0.018259438633712398,0.03813558670434785,0.02308416711771763,2,False,64,50,valve_0389_lidar_classes.ply
8,1800,complex,poisson,0.2886592072559605,0.6707739270579641,0.0405668656860754,0.05644933246508421,0.9360999959249583,2,0.01360241873434724,0.13785258999024325,0.04964204049419135,2,False,5713,11355,valve_0389_lidar_classes.ply
9,1620,complex,poisson,0.2730009967702971,0.6839090644726349,0.04308993875706802,0.06675761987856658,0.9172749634872013,1,0.013399144221277325,0.0942294022352191,0.03997814824048453,5,False,5559,10963,valve_0389_lidar_classes.ply
10,3694,complex,poisson,0.19555926193696144,0.3300843469166846,0.474356391146354,0.04281786099748007,0.9679664214896744,4,0.010774254772528424,0.047243441480897895,0.023127942418570337,2,False,8440,16702,valve_0389_lidar_classes.ply
11,661,plane,alpha_shape,0.3339411101009856,0.6435399946147876,0.022518895284226837,0.033093357147364055,0.9793556302451042,4,0.012555774278807446,0.028685742096932004,0.02307548315849672,1,False,582,1270,valve_0389_lidar_classes.ply
12,1318,plane,alpha_shape,0.20487235569021744,0.7038141565981081,0.09131348771167452,0.04138007848056929,0.9644125848126878,1,0.012171954831836267,0.022841652265551817,0.021825713976924323,1,False,1095,2394,valve_0389_lidar_classes.ply
13,668,complex,poisson,0.016328282644061692,0.5601764787821223,0.42349523857381605,0.07256005511116768,0.903724237400977,1,0.01157885394750358,0.03134598055111592,0.021562852745784393,1,False,2845,5483,valve_0389_lidar_classes.ply
2,581,complex,poisson,0.37366957273050944,0.26980464965665585,0.3565257776128347,0.07193885720754302,0.8832411864583274,15,0.02704464566843491,0.179593081288927,0.10310203832619513,7,False,5555,10696,valve_0390_lidar_classes.ply
3,65,tube,ball_pivoting,0.8587978093681051,0.11512672991122026,0.026075460720674615,0.09083135105922945,0.8359760948722244,1,0.010150582684389578,0.026039564668122895,0.019966132772478565,2,False,65,75,valve_0390_lidar_classes.ply
5,1445,complex,poisson,0.26828867862558387,0.6655477320541234,0.06616358932029263,0.09589985846294291,0.8224147014445956,1,0.01680413644187837,0.13601631530127747,0.061124258157357655,3,False,5470,10783,valve_0390_lidar_classes.ply
6,457,complex,poisson,0.23362134479647426,0.3307743071947253,0.4356043480088005,0.06887572391262776,0.9019670915131207,16,0.027243876297547386,0.18243279535388915,0.10308270701570009,4,False,5373,10375,valve_0390_lidar_classes.ply
7,73,tube,ball_pivoting,0.96388134969087,0.007102985504363308,0.029015664804766684,0.07016549615449548,0.8706112831613568,2,0.0159324350463623,0.04145421501047972,0.017756267705517775,2,False,73,81,valve_0390_lidar_classes.ply
8,1691,complex,poisson,0.24748131680022112,0.7153686909159093,0.03714999228386956,0.05600116819821935,0.9385100102136019,2,0.0137093494230448,0.15232174776151985,0.05474271476911391,1,False,5536,10958,valve_0390_lidar_classes.ply
9,1632,complex,poisson,0.2909899355477413,0.6556054044717482,0.05340465998051046,0.06626385115739349,0.9286323633211438,3,0.013619677451297078,0.0912680217758369,0.040115556498216215,6,False,5669,11188,valve_0390_lidar_classes.ply
10,3944,complex,poisson,0.14149564806316897,0.3912966535160474,0.46720769842078363,0.04236426945907411,0.9692160345405911,5,0.0104981320403819,0.04096884185622351,0.021561102990889557,2,False,8920,17641,valve_0390_lidar_classes.ply
11,852,plane,alpha_shape,0.11269338330881921,0.8612694278749684,0.02603718881621237,0.043153278687346336,0.9598626610098717,2,0.011229585592323416,0.018781375055511224,0.01981562969623327,1,False,726,1578,valve_0390_lidar_classes.ply
12,1289,plane,alpha_shape,0.14814220446172505,0.7739779983056313,0.07787979723264371,0.04544868488393076,0.9608780351685354,1,0.01220048973632421,0.022821170451038514,0.02184495611756349,1,False,1066,2328,valve_0390_lidar_classes.ply
13,693,complex,poisson,0.12820781520729535,0.5240188988196794,0.34777328597302515,0.07513910748959685,0.9111302506855495,1,0.011988659977373854,0.03442658061879504,0.022866920641764384,1,False,2664,5141,valve_0390_lidar_classes.ply
2,883,complex,poisson,0.22995185480288635,0.3852966274347465,0.3847515177623671,0.09281322080905852,0.8545713321186533,16,0.02533317690222151,0.14913761384934363,0.09024808177487537,6,False,6735,13227,valve_0391_lidar_classes.ply
3,81,tube,ball_pivoting,0.8126343013100541,0.16097400277134333,0.0263916959186025,0.06497882912440843,0.9204751939211901,1,0.009378878324530895,0.03283614188848092,0.020807274694546567,1,False,81,113,valve_0391_lidar_classes.ply
5,1640,complex,poisson,0.23200439297714667,0.7030264460555691,0.06496916096728414,0.0949703456314031,0.8236614087570722,1,0.019059521686364527,0.1748857371293143,0.08416405544265801,5,False,6727,13293,valve_0391_lidar_classes.ply
6,259,complex,poisson,0.24552988634581566,0.43693285090952483,0.3175372627446595,0.07170925169878904,0.8772119595069268,20,0.043213458746049024,0.17475685226905327,0.11788422591511652,8,False,4691,9050,valve_0391_lidar_classes.ply
7,110,tube,ball_pivoting,0.9723519847822668,0.005262946117547006,0.022385069100186235,0.08813550489191196,0.8203449634001094,2,0.010129020640526398,0.020573881174228974,0.019402810424752392,2,False,110,157,valve_0391_lidar_classes.ply
8,2053,complex,poisson,0.20412684396198663,0.7063890776379655,0.08948407840004785,0.06685492450895775,0.9275212401134713,1,0.0144710060134134,0.06521591662075368,0.030609881818124716,3,False,6892,13638,valve_0391_lidar_classes.ply
9,1199,tube,ball_pivoting,0.5543557728497766,0.41144922309096166,0.03419500405926177,0.0649267510966938,0.9347850229363087,6,0.011200140245521845,0.02368044651864891,0.019776568863611316,3,False,1199,1423,valve_0391_lidar_classes.ply
10,2961,complex,poisson,0.255329186422626,0.32203621971426255,0.4226345938631115,0.049166172578262,0.9645775454856441,6,0.012439863643848598,0.07242319478457673,0.0340034975879534,7,False,8278,16377,valve_0391_lidar_classes.ply
11,628,plane,alpha_shape,0.4125933081337266,0.5635712313556193,0.023835460510654254,0.03739931362851022,0.9738774931579466,2,0.012622021688193576,0.024484558669650908,0.022652219150576525,1,False,534,1182,valve_0391_lidar_classes.ply
12,1304,plane,alpha_shape,0.13389129828450852,0.8000237580152354,0.06608494370025611,0.04718080294135971,0.9619518787083577,1,0.012984273418213307,0.02330814004105589,0.02360952691229427,1,False,1068,2344,valve_0391_lidar_classes.ply
13,684,complex,poisson,0.2057477547280025,0.4326952856701164,0.3615569596018811,0.07930105659905017,0.9009795592558784,1,0.012287922670905184,0.030872859160069998,0.023204410803793346,2,False,2739,5286,valve_0391_lidar_classes.ply
2,822,complex,poisson,0.11138328146934796,0.482261503856179,0.40635521467447305,0.08147300850562503,0.8749703491114829,16,0.027437829451614413,0.15615101928011563,0.09537461610622783,3,False,6573,12819,valve_0392_lidar_classes.ply
5,1506,complex,poisson,0.3154008087204277,0.6158961867693059,0.06870300451026634,0.09853536624567416,0.8296621982022725,1,0.020600342339568027,0.1882378819045687,0.09346065162567675,4,False,6999,13858,valve_0392_lidar_classes.ply
6,399,complex,poisson,0.3237224712857965,0.4045428496945142,0.2717346790196893,0.06338168709906394,0.9197236046823372,19,0.0321014038660031,0.13272369177345936,0.09261943208985227,7,False,4722,9099,valve_0392_lidar_classes.ply
8,959,complex,poisson,0.3377825302668313,0.6223562223838898,0.03986124734927895,0.05152530890389979,0.9455890690150341,1,0.018305736808504572,0.13640713759589657,0.06354154971475802,4,False,4582,9061,valve_0392_lidar_classes.ply
9,1948,complex,poisson,0.46991847823565214,0.48451333731307283,0.045568184451275105,0.06509885781981127,0.9234463475435571,1,0.012226062391785912,0.04057580900568322,0.025117558474003734,3,False,5152,10209,valve_0392_lidar_classes.ply
10,3208,complex,poisson,0.27378080496674634,0.39705948576881617,0.32915970926443755,0.04860195899882291,0.9625596293567673,4,0.011850733758809077,0.09011743687135636,0.03654125163681224,2,False,8100,16037,valve_0392_lidar_classes.ply
11,695,plane,alpha_shape,0.08041114940313226,0.8872690618633214,0.03231978873354629,0.03324673656835136,0.9788684445128041,2,0.012791160199859033,0.02095574812082538,0.021872943450917816,1,False,630,1342,valve_0392_lidar_classes.ply
12,1016,plane,alpha_shape,0.2593831853324394,0.6662443595029864,0.07437245516457414,0.04607377152072418,0.9587130516477361,1,0.01392079751072559,0.029892395303508974,0.026049449879434056,1,False,814,1786,valve_0392_lidar_classes.ply
13,719,complex,poisson,0.16360028939917903,0.38464788831058794,0.451751822290233,0.07316815766285407,0.9126641063731884,1,0.012353939575124427,0.030083184085698333,0.022343864918602577,3,False,2927,5654,valve_0392_lidar_classes.ply
2,423,complex,poisson,0.3830214601820293,0.30125187715308605,0.31572666266488464,0.07454466718235651,0.8747681593943284,16,0.025953343907347718,0.11072778547436503,0.06859380435891188,10,False,2725,5223,valve_0393_lidar_classes.ply
3,63,tube,ball_pivoting,0.8312431419505425,0.13093381727942316,0.037823040770034275,0.07015568670364032,0.9301559326666333,2,0.007891729157453894,0.03828459506420038,0.020709786161316482,2,False,63,82,valve_0393_lidar_classes.ply
5,1448,complex,poisson,0.28402713684847664,0.6452591454362727,0.07071371771525063,0.09697339765981756,0.8320766441995531,1,0.02006927509854706,0.23205277324409715,0.09708511845928082,5,False,6662,13073,valve_0393_lidar_classes.ply
6,586,complex,poisson,0.22048550854758417,0.4907884025793494,0.28872608887306644,0.060106691322084405,0.9252614701180057,15,0.02327108696028718,0.147277928577632,0.08472094806705688,8,False,5369,10429,valve_0393_lidar_classes.ply
7,67,tube,ball_pivoting,0.9788795796461423,0.006445566823748246,0.014674853530109484,0.07661153110943178,0.891975630007371,2,0.015701452287300993,0.032716178503123486,0.02572430968185903,2,False,67,47,valve_0393_lidar_classes.ply
8,2084,tube,ball_pivoting,0.5099535456998777,0.44721900763876365,0.04282744666135863,0.0625364729081143,0.9254931053229043,2,0.011703312589525412,0.02230526450753911,0.020952974190087754,3,False,2084,2766,valve_0393_lidar_classes.ply
9,1046,complex,poisson,0.2574166433667552,0.6987543128782492,0.04382904375499573,0.052209584002239386,0.9418099363720417,4,0.017980719509107117,0.13535168399402986,0.0647263415334037,4,False,4931,9772,valve_0393_lidar_classes.ply
10,3334,complex,poisson,0.24661173964278157,0.4591401186845589,0.29424814167265945,0.0472886745022967,0.964577351397118,3,0.011858882054479157,0.084819034643356,0.03547425948336903,1,False,8329,16479,valve_0393_lidar_classes.ply
11,771,plane,alpha_shape,0.1861556259682944,0.7861619768066469,0.027682397225058726,0.04315723270633733,0.960491397602819,2,0.012374966000383302,0.021055487587610718,0.02181400428260676,3,False,673,1412,valve_0393_lidar_classes.ply
12,1033,plane,alpha_shape,0.19504806496440952,0.7262645576811936,0.0786873773543969,0.04357498019033755,0.9631015677315052,1,0.012702734831716028,0.025831925932422624,0.023183629496363566,2,False,856,1846,valve_0393_lidar_classes.ply
13,717,complex,poisson,0.11354661707083494,0.5497964163720259,0.3366569665571392,0.07347683028968378,0.9055223801954929,1,0.012422076381220596,0.036571438082296695,0.023454015534234266,3,False,3114,6031,valve_0393_lidar_classes.ply
2,484,complex,poisson,0.21067770515360618,0.5100668194375081,0.27925547540888573,0.07786452446151843,0.8975922189270152,15,0.026916423158399035,0.10952046264220584,0.07641617682333472,6,False,3728,7174,valve_0394_lidar_classes.ply
3,78,complex,poisson,0.8092897272181,0.16683790836283985,0.023872364419060155,0.051152481395911394,0.9611103656697814,1,0.011965722097318832,0.05950314162778955,0.03539144522325144,7,False,1544,2928,valve_0394_lidar_classes.ply
5,1641,complex,poisson,0.3657907510712144,0.5712545037136756,0.06295474521510994,0.09751595082031993,0.8223746610402254,1,0.020474011341485722,0.24069121608831154,0.10454186344827399,8,False,7558,14883,valve_0394_lidar_classes.ply
6,318,complex,poisson,0.2083985050570014,0.4484646596475225,0.3431368352954761,0.07852674680783724,0.8953813944229937,14,0.033222430962066486,0.1486802959450569,0.10180056887009423,1,False,3734,7109,valve_0394_lidar_classes.ply
7,85,tube,ball_pivoting,0.9770338457825578,0.0020875670730468397,0.020878587144395364,0.09781034827756648,0.7909026790928486,2,0.014965715268291198,0.027262127135312543,0.02378027830910525,2,False,85,71,valve_0394_lidar_classes.ply
8,1190,complex,poisson,0.4571871800254416,0.5155880471943254,0.02722477278023305,0.05973385140906175,0.9376921210864058,3,0.014998342601143688,0.1355735023131571,0.06074503025128314,4,False,4459,8731,valve_0394_lidar_classes.ply
9,1745,complex,poisson,0.19659284429876203,0.7398116441555455,0.06359551154569254,0.060201048215090223,0.9343735516939755,2,0.014785571660950568,0.15026629914669745,0.05322670239622494,4,False,5777,11395,valve_0394_lidar_classes.ply
10,3144,complex,poisson,0.3047940265005564,0.28222398635853957,0.412981987140904,0.04705735845353724,0.9680859222989375,6,0.012329583000487821,0.06129478582963191,0.030360640244204738,1,False,7583,14995,valve_0394_lidar_classes.ply
11,625,plane,alpha_shape,0.2882744248314866,0.6863171955121357,0.02540837965637773,0.03146436918492945,0.9748400703450292,2,0.01225639028562609,0.019882172487674706,0.020717409752375508,1,False,558,1234,valve_0394_lidar_classes.ply
12,1387,plane,alpha_shape,0.14108492384043095,0.7890993159228922,0.06981576023667696,0.046902696786292976,0.9569906959030098,1,0.012897034816542939,0.022795385395534058,0.02329545685790796,1,False,1118,2462,valve_0394_lidar_classes.ply
13,647,complex,poisson,0.23594495019014788,0.3261542632536192,0.43790078655623293,0.07704871339568947,0.9107561954202599,1,0.013188742699370329,0.033670050918867156,0.024179573912146,1,False,2635,5082,valve_0394_lidar_classes.ply
2,475,complex,poisson,0.49044463502792973,0.16736736640257244,0.34218799856949783,0.07940890045385375,0.892438236369003,15,0.027956872721760947,0.10965344234378585,0.07930574582061978,6,False,3885,7469,valve_0395_lidar_classes.ply
3,66,tube,ball_pivoting,0.8550163077587855,0.12234029191464009,0.022643400326574404,0.07938261328417175,0.8955501553106081,1,0.00962673435463388,0.0334566050654632,0.021681683291501448,2,False,66,79,valve_0395_lidar_classes.ply
5,1589,complex,poisson,0.3131651854703577,0.6252677284570712,0.061567086072571074,0.09988315213416223,0.8178237447977534,1,0.021581015088132215,0.24431985320885313,0.1220440079060278,5,False,8208,16076,valve_0395_lidar_classes.ply
